"customer_id","total_rental","max"
306,"32","2005-08-23 16:19:14"
307,"30","2005-08-23 03:03:53"
308,"25","2005-08-23 15:03:13"
309,"31","2005-08-22 23:58:09"
310,"20","2005-08-22 06:53:21"
311,"23","2005-08-23 21:34:33"
312,"26","2005-08-23 16:44:31"
313,"23","2005-08-23 05:24:29"
314,"33","2005-08-23 21:37:59"
315,"17","2006-02-14 15:16:03"
316,"29","2005-08-23 15:34:49"
317,"28","2006-02-14 15:16:03"
318,"12","2005-08-21 06:34:05"
319,"30","2005-08-22 23:07:57"
320,"20","2005-08-22 19:44:53"
321,"22","2005-08-23 16:56:14"
322,"28","2005-08-23 10:23:48"
323,"31","2005-08-23 11:30:32"
324,"25","2006-02-14 15:16:03"
325,"22","2005-08-22 08:27:27"
326,"25","2005-08-19 01:38:18"
327,"26","2006-02-14 15:16:03"
328,"23","2005-08-23 16:17:09"
329,"32","2005-08-22 19:54:31"
330,"25","2006-02-14 15:16:03"
331,"27","2005-08-23 03:30:51"
332,"28","2005-08-22 16:37:36"
333,"27","2005-08-22 19:59:42"
334,"30","2006-02-14 15:16:03"
335,"23","2006-02-14 15:16:03"
336,"30","2006-02-14 15:16:03"
337,"29","2006-02-14 15:16:03"
338,"28","2005-08-22 15:26:29"
339,"30","2005-08-21 23:24:52"
340,"31","2005-08-22 22:25:17"
341,"23","2005-08-23 18:43:31"
342,"32","2005-08-23 17:09:31"
343,"25","2005-08-23 20:04:41"
344,"18","2005-08-22 16:55:26"
345,"23","2005-08-23 04:28:25"
346,"32","2005-08-23 15:15:19"
347,"30","2005-08-23 04:51:52"
348,"36","2005-08-23 18:50:54"
349,"29","2006-02-14 15:16:03"
350,"23","2005-08-23 14:35:10"
351,"24","2005-08-23 13:01:43"
352,"23","2006-02-14 15:16:03"
353,"18","2005-08-23 09:23:08"
354,"36","2006-02-14 15:16:03"
355,"20","2006-02-14 15:16:03"
356,"30","2005-08-23 12:47:16"
357,"26","2005-08-23 16:22:20"
358,"21","2005-08-20 20:16:35"
359,"25","2006-02-14 15:16:03"
360,"34","2005-08-22 19:56:41"
361,"31","2006-02-14 15:16:03"
362,"32","2005-08-22 06:17:12"
363,"29","2005-08-22 20:44:55"
364,"23","2005-08-22 17:48:10"
365,"23","2005-08-21 12:51:49"
366,"37","2006-02-14 15:16:03"
367,"22","2005-08-21 13:41:14"
368,"35","2005-08-23 00:31:09"
369,"25","2006-02-14 15:16:03"
370,"19","2005-08-23 20:13:31"
371,"35","2005-08-23 15:09:17"
372,"34","2005-08-23 05:08:58"
373,"35","2006-02-14 15:16:03"
374,"28","2006-02-14 15:16:03"
375,"24","2005-08-23 02:46:13"
376,"28","2005-08-22 22:30:50"
377,"26","2005-08-23 20:44:10"
378,"19","2005-08-22 06:52:49"
379,"23","2005-08-23 18:26:51"
380,"36","2005-08-23 12:33:00"
381,"35","2005-08-23 12:29:24"
382,"24","2005-08-23 18:44:21"
383,"27","2005-08-23 16:44:25"
384,"25","2005-08-22 20:20:04"
385,"26","2005-08-23 02:06:01"
386,"29","2005-08-23 19:06:04"
387,"26","2005-08-22 07:16:36"
388,"30","2006-02-14 15:16:03"
389,"26","2005-08-23 21:11:33"
390,"33","2005-08-22 22:21:35"
391,"30","2005-08-21 09:55:47"
392,"23","2005-08-21 11:51:10"
393,"31","2005-08-23 22:50:12"
394,"22","2006-02-14 15:16:03"
395,"19","2005-08-23 19:54:24"
396,"27","2005-08-22 16:15:33"
397,"29","2005-08-22 11:17:37"
398,"16","2005-08-22 15:56:42"
399,"21","2005-08-23 01:25:30"
400,"28","2005-08-23 20:23:08"
401,"21","2005-08-23 18:23:11"
402,"20","2005-08-23 00:11:52"
403,"35","2005-08-22 23:27:43"
404,"30","2005-08-22 19:28:02"
405,"32","2006-02-14 15:16:03"
406,"32","2005-08-21 17:45:52"
407,"27","2005-08-22 20:44:35"
408,"30","2005-08-23 13:06:19"
409,"23","2005-08-21 20:49:21"
410,"38","2006-02-14 15:16:03"
411,"26","2006-02-14 15:16:03"
412,"21","2006-02-14 15:16:03"
413,"21","2005-08-23 09:23:45"
414,"25","2005-08-23 01:59:14"
415,"23","2005-08-23 19:27:04"
416,"31","2005-08-23 12:55:51"
417,"25","2006-02-14 15:16:03"
418,"30","2005-08-23 19:21:22"
419,"25","2005-08-23 13:33:46"
420,"21","2005-08-23 06:21:20"
421,"27","2006-02-14 15:16:03"
422,"26","2006-02-14 15:16:03"
423,"26","2005-08-23 12:46:38"
424,"30","2006-02-14 15:16:03"
425,"26","2005-08-23 22:12:44"
426,"27","2005-08-22 01:32:14"
427,"24","2005-08-22 20:35:30"
428,"20","2005-08-17 00:40:03"
429,"21","2005-08-21 14:04:39"
430,"22","2005-08-22 09:11:48"
431,"23","2006-02-14 15:16:03"
432,"23","2005-08-23 10:56:15"
433,"25","2005-08-23 02:40:04"
434,"27","2005-08-22 22:37:34"
435,"25","2005-08-22 13:19:25"
436,"30","2005-08-23 13:10:16"
437,"23","2005-08-22 07:52:18"
438,"33","2006-02-14 15:16:03"
439,"36","2005-08-23 21:27:35"
440,"22","2006-02-14 15:16:03"
441,"28","2006-02-14 15:16:03"
442,"32","2005-08-22 16:35:25"
443,"22","2005-08-23 03:23:32"
444,"30","2005-08-23 14:55:47"
445,"26","2005-08-23 17:36:00"
446,"31","2005-08-23 19:10:32"
447,"29","2005-08-23 21:59:57"
448,"29","2006-02-14 15:16:03"
449,"20","2005-08-22 06:37:43"
450,"26","2006-02-14 15:16:03"
451,"33","2005-08-23 08:31:49"
452,"32","2006-02-14 15:16:03"
453,"23","2005-08-23 07:25:38"
454,"33","2005-08-23 06:55:26"
455,"24","2005-08-23 02:25:09"
456,"25","2005-08-23 17:43:16"
457,"28","2006-02-14 15:16:03"
458,"19","2005-08-23 06:44:19"
459,"38","2005-08-23 14:52:50"
460,"25","2005-08-23 19:14:07"
461,"28","2005-08-23 07:03:19"
462,"33","2005-08-23 21:17:17"
463,"25","2005-08-22 14:23:11"
464,"16","2005-08-23 20:13:38"
465,"17","2005-08-23 16:08:15"
466,"23","2005-08-23 21:00:22"
467,"29","2005-08-23 15:19:15"
468,"39","2005-08-23 22:24:39"
469,"40","2005-08-23 15:46:33"
470,"32","2005-08-21 10:45:01"
471,"27","2005-08-23 08:34:53"
472,"30","2006-02-14 15:16:03"
473,"34","2005-08-23 21:46:47"
474,"26","2006-02-14 15:16:03"
475,"24","2005-08-22 19:23:58"
476,"22","2006-02-14 15:16:03"
477,"22","2005-08-23 18:23:30"
478,"19","2005-08-23 11:22:09"
479,"31","2006-02-14 15:16:03"
480,"22","2005-08-23 05:38:41"
481,"29","2005-08-21 17:15:33"
482,"29","2005-08-23 16:42:53"
483,"18","2005-08-19 03:10:21"
484,"30","2005-08-23 21:49:22"
485,"29","2005-08-19 09:36:28"
486,"26","2005-08-21 06:44:37"
487,"26","2005-08-23 08:59:12"
488,"22","2005-08-23 02:37:19"
489,"21","2005-08-23 20:12:17"
490,"24","2005-08-23 00:55:24"
491,"27","2005-08-23 09:41:28"
492,"16","2005-08-23 19:22:36"
493,"23","2006-02-14 15:16:03"
494,"31","2005-08-22 19:28:04"
495,"26","2006-02-14 15:16:03"
496,"21","2006-02-14 15:16:03"
497,"28","2006-02-14 15:16:03"
498,"27","2005-08-19 03:46:43"
499,"30","2005-08-23 06:00:28"
500,"28","2005-08-23 15:54:20"
501,"21","2005-08-23 10:20:35"
502,"34","2005-08-23 22:06:34"
503,"32","2005-08-23 14:13:47"
504,"28","2005-08-23 21:44:27"
505,"21","2006-02-14 15:16:03"
506,"35","2005-08-23 10:02:46"
507,"25","2005-08-22 23:04:21"
508,"25","2006-02-14 15:16:03"
509,"20","2005-08-23 19:46:39"
510,"26","2005-08-22 10:46:44"
511,"24","2005-08-22 15:25:33"
512,"26","2006-02-14 15:16:03"
513,"31","2005-08-23 04:20:16"
514,"22","2005-08-23 13:26:01"
515,"28","2005-08-22 18:55:52"
516,"26","2006-02-14 15:16:03"
517,"25","2005-08-23 04:55:05"
518,"26","2005-08-23 00:28:16"
519,"23","2005-08-22 21:12:19"
520,"32","2005-08-23 18:59:33"
521,"23","2006-02-14 15:16:03"
522,"33","2005-08-23 18:06:54"
523,"22","2005-08-22 09:41:09"
524,"19","2005-08-22 16:33:39"
525,"19","2006-02-14 15:16:03"
526,"45","2005-08-23 22:21:03"
527,"24","2006-02-14 15:16:03"
528,"25","2005-08-23 16:43:54"
529,"29","2005-08-22 19:46:05"
530,"23","2006-02-14 15:16:03"
531,"25","2005-08-22 21:36:51"
532,"32","2006-02-14 15:16:03"
533,"33","2006-02-14 15:16:03"
534,"24","2006-02-14 15:16:03"
535,"32","2005-08-23 21:27:11"
536,"25","2005-08-23 20:08:26"
537,"25","2006-02-14 15:16:03"
538,"29","2005-08-22 21:01:25"
539,"22","2005-08-22 21:24:19"
540,"24","2005-08-23 19:13:46"
541,"24","2005-08-23 18:08:59"
542,"18","2005-08-22 07:20:55"
543,"22","2005-08-23 13:46:27"
544,"22","2005-08-23 06:48:47"
545,"21","2005-08-23 20:41:09"
546,"25","2005-08-23 05:13:09"
547,"23","2005-08-22 03:57:08"
548,"19","2006-02-14 15:16:03"
549,"20","2005-08-21 11:40:46"
550,"32","2006-02-14 15:16:03"
551,"26","2005-08-22 22:57:25"
552,"21","2005-08-23 10:21:21"
553,"24","2005-08-23 02:48:24"
554,"22","2005-08-23 09:53:30"
555,"17","2005-08-22 11:58:58"
556,"21","2005-08-23 05:24:09"
557,"24","2006-02-14 15:16:03"
558,"28","2005-08-21 06:53:53"
559,"28","2005-08-23 16:33:33"
560,"30","2006-02-14 15:16:03"
561,"27","2006-02-14 15:16:03"
562,"25","2005-08-23 17:16:30"
563,"29","2005-08-23 15:45:42"
564,"24","2005-08-22 10:22:00"
565,"29","2005-08-23 16:50:43"
566,"34","2005-08-21 07:13:46"
567,"20","2005-08-23 06:18:43"
568,"21","2006-02-14 15:16:03"
569,"32","2005-08-23 21:48:54"
570,"26","2006-02-14 15:16:03"
571,"24","2005-08-23 15:35:59"
572,"25","2005-08-20 08:59:38"
573,"29","2005-08-19 11:27:20"
574,"28","2005-08-22 16:53:29"
575,"29","2005-08-23 15:59:51"
576,"34","2006-02-14 15:16:03"
577,"27","2005-08-23 20:47:28"
578,"22","2005-08-23 08:34:10"
579,"27","2006-02-14 15:16:03"
580,"27","2005-08-23 18:54:32"
581,"27","2005-08-23 14:05:37"
582,"25","2006-02-14 15:16:03"
583,"23","2005-08-21 06:00:22"
584,"30","2005-08-23 07:06:00"
585,"24","2006-02-14 15:16:03"
586,"19","2005-08-23 09:40:04"
587,"26","2006-02-14 15:16:03"
588,"29","2005-08-22 16:37:32"
589,"28","2005-08-23 20:28:32"
590,"25","2006-02-14 15:16:03"
591,"27","2005-08-20 15:05:42"
592,"29","2006-02-14 15:16:03"
593,"26","2005-08-21 19:35:59"
594,"27","2005-08-22 07:54:47"
595,"30","2005-08-23 21:26:35"
596,"28","2006-02-14 15:16:03"
597,"25","2006-02-14 15:16:03"
598,"22","2005-08-23 00:44:15"
599,"19","2005-08-23 11:25:00"
